64.0,100,10000,11.55
64.0,110,11000,11.55
64.0,120,12000,11.55
64.0,130,13000,11.55
64.0,140,14000,11.55
64.0,150,15000,11.55
64.0,160,16000,11.55
64.0,170,17000,11.55
64.0,180,18000,11.55
64.0,190,19000,11.55
64.0,200,20000,11.55
64.0,210,21000,11.55
64.0,220,22000,11.55
64.0,230,23000,11.55
64.0,240,24000,11.55
64.0,250,25000,11.55
64.0,260,26000,11.55
64.0,270,27000,11.55
64.0,280,28000,11.55
64.0,290,29000,11.55
64.0,300,30000,11.55
64.0,310,31000,11.55
64.0,320,32000,11.55
64.0,330,33000,11.55
64.0,340,34000,11.55
64.0,350,35000,11.55
64.0,360,36000,11.55
64.0,370,37000,11.55
64.0,380,38000,11.55
64.0,390,39000,11.55
64.0,400,40000,11.55
64.0,410,41000,11.55
69.12,420,42000,11.55
126.07999999999997,430,43000,11.55
127.99999999999997,440,44000,11.55
127.99999999999997,450,45000,11.55
127.99999999999997,460,46000,11.55
127.99999999999997,470,47000,11.55
127.99999999999997,480,48000,11.55
127.99999999999997,490,49000,11.55
127.99999999999997,500,50000,11.55
127.99999999999997,510,51000,11.55
127.99999999999997,520,52000,11.55
127.99999999999997,530,53000,11.55
127.99999999999997,540,54000,11.55
127.99999999999997,550,55000,11.55
127.99999999999997,560,56000,11.55
127.99999999999997,570,57000,11.55
127.99999999999997,580,58000,11.55
127.99999999999997,590,59000,11.55
127.99999999999997,600,60000,11.55
127.99999999999997,610,61000,11.55
127.99999999999997,620,62000,11.55
127.99999999999997,630,63000,11.55
127.99999999999997,640,64000,11.55
127.99999999999997,650,65000,11.55
127.99999999999997,660,66000,11.55
127.99999999999997,670,67000,11.55
144.63999999999996,680,68000,11.55
235.5199999999997,690,69000,11.55
255.9999999999997,700,70000,11.55
255.9999999999997,710,71000,11.55
255.9999999999997,720,72000,11.55
255.9999999999997,730,73000,11.55
255.9999999999997,740,74000,11.55
255.9999999999997,750,75000,11.55
255.9999999999997,760,76000,11.55
255.9999999999997,770,77000,11.55
255.9999999999997,780,78000,11.55
255.9999999999997,790,79000,11.55
255.9999999999997,800,80000,11.55
255.9999999999997,810,81000,11.55
255.9999999999997,820,82000,11.55
255.9999999999997,830,83000,11.55
255.9999999999997,840,84000,11.55
255.9999999999997,850,85000,11.55
255.9999999999997,860,86000,11.55
255.9999999999997,870,87000,11.55
255.9999999999997,880,88000,11.55
291.83999999999963,890,89000,11.55
512.0000000000001,900,90000,11.55
512.0000000000001,910,91000,11.55
512.0000000000001,920,92000,11.55
512.0000000000001,930,93000,11.55
512.0000000000001,940,94000,11.55
512.0000000000001,950,95000,11.55
512.0000000000001,960,96000,11.55
512.0000000000001,970,97000,11.55
512.0000000000001,980,98000,11.55
512.0000000000001,990,99000,11.55
512.0000000000001,1000,100000,11.55
512.0000000000001,1010,101000,11.55
512.0000000000001,1020,102000,11.55
512.0000000000001,1030,103000,11.55
517.1200000000001,1040,104000,11.55
558.0800000000003,1050,105000,11.55
936.9600000000002,1060,106000,11.55
1024.0,1070,107000,11.55
1024.0,1080,108000,11.55
1024.0,1090,109000,11.55
1024.0,1100,110000,11.55
1024.0,1110,111000,11.55
1024.0,1120,112000,11.55
1024.0,1130,113000,11.55
1024.0,1140,114000,11.55
1024.0,1150,115000,11.55
1024.0,1160,116000,11.55
1024.0,1170,117000,11.55
1024.0,1180,118000,11.55
1024.0,1190,119000,11.55
1024.0,1200,120000,11.55
1024.0,1210,121000,11.55
1024.0,1220,122000,11.55
1024.0,1230,123000,11.55
1024.0,1240,124000,11.55
1024.0,1250,125000,11.55
1024.0,1260,126000,11.55
1024.0,1270,127000,11.55
1024.0,1280,128000,11.55
1024.0,1290,129000,11.55
1024.0,1300,130000,11.55
1024.0,1310,131000,13.548000000000002
1024.0,1320,132000,46.714800000000004
1024.0,1330,133000,51.51
1024.0,1340,134000,51.51
1024.0,1350,135000,51.51
1024.0,1360,136000,51.51
1024.0,1370,137000,51.51
1024.0,1380,138000,51.51
1024.0,1390,139000,51.51
1024.0,1400,140000,51.51
1024.0,1410,141000,51.51
1024.0,1420,142000,51.51
1024.0,1430,143000,51.51
1024.0,1440,144000,51.51
1024.0,1450,145000,51.51
1024.0,1460,146000,51.51
1024.0,1470,147000,51.51
1024.0,1480,148000,51.51
1024.0,1490,149000,51.51
1024.0,1500,150000,51.51
1024.0,1510,151000,51.51
1024.0,1520,152000,51.51
1024.0,1530,153000,51.51
1024.0,1540,154000,51.51
1024.0,1550,155000,51.51
1024.0,1560,156000,51.709799999999994
1024.0,1570,157000,54.7068
1024.0,1580,158000,65.09640000000002
1024.0,1590,159000,70.491
1024.0,1600,160000,71.49
1024.0,1610,161000,71.49
1024.0,1620,162000,71.49
1024.0,1630,163000,71.49
1024.0,1640,164000,71.49
1024.0,1650,165000,71.49
1024.0,1660,166000,71.49
1024.0,1670,167000,71.49
1024.0,1680,168000,71.49
1024.0,1690,169000,71.49
1024.0,1700,170000,71.49
1024.0,1710,171000,71.49
1024.0,1720,172000,71.49
1024.0,1730,173000,71.49
1024.0,1740,174000,71.49
1024.0,1750,175000,71.49
1024.0,1760,176000,73.68780000000001
1024.0,1770,177000,91.0704
1024.0,1780,178000,91.47
1024.0,1790,179000,91.47
1024.0,1800,180000,91.47
1024.0,1810,181000,91.47
1024.0,1820,182000,91.47
1024.0,1830,183000,91.47
1024.0,1840,184000,91.47
1024.0,1850,185000,91.47
1024.0,1860,186000,91.47
1024.0,1870,187000,91.47
1024.0,1880,188000,91.47
1024.0,1890,189000,91.47
1024.0,1900,190000,91.47
1024.0,1910,191000,91.47
1024.0,1920,192000,91.47
1024.0,1930,193000,91.47
1024.0,1940,194000,91.47
1024.0,1950,195000,91.47
1024.0,1960,196000,91.47
1024.0,1970,197000,91.47
1024.0,1980,198000,91.47
1024.0,1990,199000,91.47
1024.0,2000,200000,91.47
1024.0,2010,201000,91.47
1024.0,2020,202000,91.47
1024.0,2030,203000,91.47
1024.0,2040,204000,91.47
1024.0,2050,205000,91.47
1024.0,2060,206000,91.47
1024.0,2070,207000,91.47
1024.0,2080,208000,91.47
1024.0,2090,209000,91.47
1024.0,2100,210000,91.47
1024.0,2110,211000,91.47
1024.0,2120,212000,91.47
1024.0,2130,213000,91.47
1024.0,2140,214000,91.47
1024.0,2150,215000,91.47
1024.0,2160,216000,91.47
1024.0,2170,217000,91.47
1024.0,2180,218000,91.47
1024.0,2190,219000,91.47
1024.0,2200,220000,91.47
1024.0,2210,221000,91.47
1024.0,2220,222000,91.47
1024.0,2230,223000,91.47
1024.0,2240,224000,91.47
1024.0,2250,225000,91.47
1024.0,2260,226000,91.47
1024.0,2270,227000,91.47
1024.0,2280,228000,91.47
1024.0,2290,229000,91.47
1024.0,2300,230000,91.47
1024.0,2310,231000,91.47
1024.0,2320,232000,91.47
1024.0,2330,233000,91.47
1024.0,2340,234000,91.47
1024.0,2350,235000,91.47
1024.0,2360,236000,91.47
1024.0,2370,237000,91.47
1024.0,2380,238000,91.47
1024.0,2390,239000,91.47
1024.0,2400,240000,91.47
1024.0,2410,241000,91.47
1024.0,2420,242000,91.47
1024.0,2430,243000,91.47
1024.0,2440,244000,91.47
1024.0,2450,245000,91.47
1024.0,2460,246000,91.47
1024.0,2470,247000,91.47
1024.0,2480,248000,91.47
1024.0,2490,249000,91.47
1024.0,2500,250000,91.47
